"","state","date","newcase","aggcase","newdeath","aggdeath","avgtraffic","uninsured","station","park","grocery","workplace","residential","SAHdate","density","pop","region","SAHduration","order_placed","death_rate","infect_rate","policy"
"526","District of Columbia",2020-04-02,67,653,1,12,465.3792374,24833,-77,-58,-30,-70,29,2020-04-01,11815,720687,"South",2,"Y",1.83767228177642,0.0906079893213004,"Strict"
"527","District of Columbia",2020-04-15,139,2197,5,72,465.3792374,24833,-77,-61,-29,-70,28,2020-04-01,11815,720687,"South",15,"Y",3.27719617660446,0.304848013076412,"Strict"
"528","District of Columbia",2020-04-24,167,3528,14,153,465.3792374,24833,-77,-69,-34,-69,30,2020-04-01,11815,720687,"South",24,"Y",4.33673469387755,0.489532904020747,"Strict"
"529","District of Columbia",2020-03-24,21,137,0,2,465.3792374,24833,-71,-46,-24,-64,25,2020-04-01,11815,720687,"South",0,"N",1.45985401459854,0.0190096394135041,NA
"530","District of Columbia",2020-04-10,137,1660,6,38,465.3792374,24833,-77,-74,-34,-70,31,2020-04-01,11815,720687,"South",10,"Y",2.28915662650602,0.230335776835159,NA
"532","District of Columbia",2020-04-22,108,3206,15,127,465.3792374,24833,-77,-57,-31,-70,28,2020-04-01,11815,720687,"South",22,"Y",3.96132252027448,0.444853313574409,"Strict"
"533","District of Columbia",2020-03-16,5,22,0,0,465.3792374,24833,-43,-35,-1,-40,16,2020-04-01,11815,720687,"South",0,"N",0,0.0030526428255262,NA
"534","District of Columbia",2020-03-11,6,10,0,0,465.3792374,24833,0,5,3,-5,2,2020-04-01,11815,720687,"South",0,"N",0,0.00138756492069373,NA
"535","District of Columbia",2020-03-15,1,17,0,0,465.3792374,24833,-39,-43,-7,-17,6,2020-04-01,11815,720687,"South",0,"N",0,0.00235886036517934,NA
"536","District of Columbia",2020-04-16,153,2350,9,81,465.3792374,24833,-79,-61,-33,-71,30,2020-04-01,11815,720687,"South",16,"Y",3.4468085106383,0.326077756363026,"Strict"
"537","District of Columbia",2020-05-01,335,4658,7,231,465.3792374,24833,-74,-56,-23,-66,27,2020-04-01,11815,720687,"South",31,"Y",4.95920996135681,0.646327740059138,"Strict"
"538","District of Columbia",2020-04-27,51,3892,7,185,465.3792374,24833,-76,-60,-34,-68,28,2020-04-01,11815,720687,"South",27,"Y",4.75334018499486,0.540040267133999,"Strict"
"539","District of Columbia",2020-04-07,114,1211,0,24,465.3792374,24833,-78,-61,-34,-71,28,2020-04-01,11815,720687,"South",7,"Y",1.98183319570603,0.16803411189601,"Strict"
"540","District of Columbia",2020-04-01,91,586,2,11,465.3792374,24833,-76,-62,-26,-70,28,2020-04-01,11815,720687,"South",1,"Y",1.87713310580205,0.0813113043526524,"Strict"
"541","District of Columbia",2020-03-07,0,1,0,0,465.3792374,24833,3,8,3,0,-1,2020-04-01,11815,720687,"South",0,"N",0,0.000138756492069373,NA
"542","District of Columbia",2020-05-02,139,4797,9,240,465.3792374,24833,-64,-23,-18,-41,13,2020-04-01,11815,720687,"South",32,"Y",5.00312695434647,0.665614892456781,"Loose"
"543","District of Columbia",2020-04-13,80,1955,2,52,465.3792374,24833,-79,-70,-41,-71,30,2020-04-01,11815,720687,"South",13,"Y",2.65984654731458,0.271268941995624,"Strict"
"544","District of Columbia",2020-03-28,37,304,1,4,465.3792374,24833,-70,-69,-30,-47,17,2020-04-01,11815,720687,"South",0,"N",1.31578947368421,0.0421819735890893,NA
"545","Florida",2020-04-08,950,15688,27,322,173.448755143182,2615213,-41.8780487804878,-36.5957446808511,-18.7551020408163,-41.2272727272727,17.1666666666667,2020-04-03,410,21992985,"South",6,"Y",2.05252422233554,0.0713318360377184,"Medium"
"546","Florida",2020-03-19,101,434,1,8,257.705598803714,2391802,-20.7741935483871,8.36363636363636,7.22857142857143,-26.7428571428571,10.4117647058824,2020-04-03,410,21992985,"South",0,"N",1.84331797235023,0.00197335650435809,NA
"547","Florida",2020-04-15,909,22526,43,613,171.194778543731,2615963,-40.7073170731707,-45.125,-15.58,-39.9701492537313,16.8958333333333,2020-04-03,410,21992985,"South",13,"Y",2.72129983130605,0.102423568242328,"Medium"
"548","Florida",2020-04-21,810,27857,44,866,171.194778543731,2615963,-37.925,-30.2391304347826,-14.64,-37.4776119402985,15.5208333333333,2020-04-03,410,21992985,"South",19,"Y",3.10873389094303,0.12666311553434,"Medium"
"549","Florida",2020-03-26,507,2478,6,29,224.64094560617,2559908,-36.5405405405405,-22.8095238095238,-11.2127659574468,-36.7659574468085,14.8863636363636,2020-04-03,410,21992985,"South",0,"N",1.17029862792575,0.0112672290732704,NA
"550","Florida",2020-03-31,1045,6742,13,85,197.202747334727,2589956,-35.5526315789474,-38.5555555555556,-14.7592592592593,-37.6545454545455,15.7291666666667,2020-04-03,410,21992985,"South",0,"N",1.26075348561258,0.0306552293833693,NA
"551","Florida",2020-03-09,1,14,0,2,311.5881264125,701082,3.71428571428571,22.625,4.875,1.25,0,2020-04-03,410,21992985,"South",0,"N",14.2857142857143,6.36566614309063e-05,NA
"552","Florida",2020-03-15,37,109,0,3,305.16396237125,2079918,-7.3,28.1304347826087,12.4166666666667,-5.75,2.30434782608696,2020-04-03,410,21992985,"South",0,"N",2.75229357798165,0.000495612578283484,NA
"553","Florida",2020-03-20,129,564,1,9,258.497082434167,2403840,-27.40625,-4.29411764705882,6.72222222222222,-29.1944444444444,12.9714285714286,2020-04-03,410,21992985,"South",0,"N",1.59574468085106,0.00256445407478794,NA
"554","Florida",2020-03-22,230,999,2,13,232.938055757556,2551268,-36.0571428571429,-14.8809523809524,-9.11111111111111,-29.5777777777778,9.125,2020-04-03,410,21992985,"South",0,"N",1.3013013013013,0.00454235748353395,NA
"555","Florida",2020-04-20,744,27047,49,822,171.194778543731,2615963,-43.6744186046512,-44.0217391304348,-19.72,-37.7761194029851,15.7291666666667,2020-04-03,410,21992985,"South",18,"Y",3.03915406514586,0.122980122980123,"Medium"
"556","Florida",2020-03-12,13,46,0,2,322.787618044,1832648,3.27777777777778,27.75,16.25,-2.7,0.4,2020-04-03,410,21992985,"South",0,"N",4.34782608695652,0.000209157601844406,NA
"557","Florida",2020-04-18,740,25481,22,747,171.194778543731,2615963,-50,-50.7843137254902,-19.4509803921569,-30.1129032258065,13.8536585365854,2020-04-03,410,21992985,"South",16,"Y",2.93159609120521,0.115859670708637,"Medium"
"558","Florida",2020-04-23,1339,29640,94,986,171.194778543731,2615963,-40.3658536585366,-39.6,-16.44,-38.955223880597,16.8333333333333,2020-04-03,410,21992985,"South",21,"Y",3.32658569500675,0.134770246058004,"Medium"
"559","Florida",2020-03-08,1,13,0,2,311.5881264125,701082,7.71428571428571,22.875,5,0.625,0.125,2020-04-03,410,21992985,"South",0,"N",15.3846153846154,5.91097570429844e-05,NA
"560","Florida",2020-04-04,1275,11527,25,194,182.236442950323,2608450,-52.6585365853659,-47.0588235294118,-17.7049180327869,-33.2033898305085,14.7560975609756,2020-04-03,410,21992985,"South",2,"Y",1.68300511841763,0.0524121668795755,"Medium"
"561","Florida",2020-03-29,903,4943,4,60,207.233621569423,2585164,-48.4736842105263,-30.9777777777778,-20.0392156862745,-36.0961538461538,11.6486486486486,2020-04-03,410,21992985,"South",0,"N",1.21383775035404,0.0224753483894978,NA
"562","Florida",2020-04-13,1157,21010,38,498,171.194778543731,2615963,-45.5581395348837,-43.2765957446809,-19.54,-39.5074626865672,16.2978723404255,2020-04-03,410,21992985,"South",11,"Y",2.37029985721085,0.0955304611902386,"Medium"
"563","Florida",2020-05-01,1036,34712,46,1313,171.194778543731,2615963,-35.0731707317073,-13.875,-6.92,-35.2388059701493,14.9375,2020-04-03,410,21992985,"South",29,"Y",3.78255358377506,0.157832145113544,"Medium"
"564","Florida",2020-03-02,0,2,0,0,392.16736085,215117,2,13,8.5,-4,0,2020-04-03,410,21992985,"South",0,"N",0,9.09380877584375e-06,NA
"565","Florida",2020-04-11,1018,18976,27,445,171.194778543731,2615963,-51.7619047619048,-42.8,-12.58,-32.4193548387097,13.8048780487805,2020-04-03,410,21992985,"South",9,"Y",2.34506745362563,0.0862820576652055,"Loose"
"566","Florida",2020-04-29,344,33178,46,1216,171.194778543731,2615963,-33.7317073170732,-27.4042553191489,-11.48,-37.1194029850746,14.9183673469388,2020-04-03,410,21992985,"South",27,"Y",3.66507926939538,0.150857193782472,"Medium"
"567","Florida",2020-04-28,705,32834,83,1170,171.194778543731,2615963,-33.425,-26.1489361702128,-11.14,-36.2985074626866,9.77551020408163,2020-04-03,410,21992985,"South",26,"Y",3.56337942376805,0.149293058673027,"Loose"
"568","Florida",2020-04-19,822,26303,26,773,171.194778543731,2615963,-51.4285714285714,-35.52,-18.7083333333333,-34.4426229508197,11.3157894736842,2020-04-03,410,21992985,"South",17,"Y",2.93882827053948,0.119597226115509,"Loose"
"569","Florida",2020-03-30,751,5695,12,72,203.934131826604,2587343,-39.6410256410256,-31.7272727272727,-16.75,-36.2641509433962,14.1666666666667,2020-04-03,410,21992985,"South",0,"N",1.26426690079017,0.0258946204892151,NA
"570","Florida",2020-04-22,444,28301,26,892,171.194778543731,2615963,-37.2926829268293,-26.2391304347826,-14.26,-38.2089552238806,15.5510204081633,2020-04-03,410,21992985,"South",20,"Y",3.15183209073884,0.128681941082577,"Medium"
"571","Florida",2020-04-05,811,12338,26,220,182.236442950323,2608450,-59.8,-56.734693877551,-25.5409836065574,-39.7627118644068,14.0540540540541,2020-04-03,410,21992985,"South",3,"Y",1.78310909385638,0.0560997063381801,"Medium"
"572","Florida",2020-03-16,30,141,1,4,298.861227481154,2146841,-11.0909090909091,12.92,16.4615384615385,-17.6538461538462,5.6,2020-04-03,410,21992985,"South",0,"N",2.83687943262411,0.000641113518696984,NA
"573","Florida",2020-03-13,22,70,0,2,329.01672339,2063127,-4.05,19.9090909090909,21.5,-8.18181818181818,2.59090909090909,2020-04-03,410,21992985,"South",0,"N",2.85714285714286,0.000318283307154531,NA
"574","Florida",2020-04-03,1258,10250,25,169,187.122425825,2605396,-48.219512195122,-43.0816326530612,-14.1694915254237,-40.9,19.3191489361702,2020-04-03,410,21992985,"South",1,"Y",1.64878048780488,0.0466057699761992,"Strict"
"575","Florida",2020-03-25,512,1970,3,23,228.63993114087,2556979,-32.6486486486486,-22.9512195121951,-10,-36.0652173913044,14.3636363636364,2020-04-03,410,21992985,"South",0,"N",1.16751269035533,0.0089574016442061,NA
"576","Florida",2020-03-03,1,3,0,0,392.16736085,215117,9,17,10.5,1.5,-0.5,2020-04-03,410,21992985,"South",0,"N",0,1.36407131637656e-05,NA
"577","Florida",2020-03-18,113,326,1,7,276.882248812581,2329979,-15,15.2333333333333,10.2258064516129,-24.8064516129032,9.36666666666667,2020-04-03,410,21992985,"South",0,"N",2.14723926380368,0.00148229083046253,NA
"578","Florida",2020-03-17,67,210,2,6,294.104655275357,2289166,-8.95833333333333,13.037037037037,15.3214285714286,-21.6428571428571,7.7037037037037,2020-04-03,410,21992985,"South",0,"N",2.85714285714286,0.000954849921463594,NA
"579","Florida",2020-04-06,1277,13616,33,253,179.617206876508,2609833,-44.7619047619048,-40.5,-21.3673469387755,-39.8095238095238,16.2083333333333,2020-04-03,410,21992985,"South",4,"Y",1.85810810810811,0.0619106501459443,"Medium"
"580","Florida",2020-04-16,803,23329,54,667,171.194778543731,2615963,-43.0975609756098,-43.38,-15.52,-39.2985074626866,17.3541666666667,2020-04-03,410,21992985,"South",14,"Y",2.85910240473231,0.106074732465829,"Strict"
"581","Florida",2020-03-27,718,3198,17,46,216.661465427959,2570785,-41.8461538461538,-27.25,-12.9591836734694,-37.3877551020408,16.8913043478261,2020-04-03,410,21992985,"South",0,"N",1.43839899937461,0.0145410002325742,NA
"582","Florida",2020-03-14,0,70,1,3,329.01672339,2063127,-1.2,15.6363636363636,16.8636363636364,-1.40909090909091,1.77272727272727,2020-04-03,410,21992985,"South",0,"N",4.28571428571429,0.000318283307154531,NA
"583","Florida",2020-04-09,1129,16817,48,370,173.448755143182,2615213,-43.7317073170732,-35.9183673469388,-16.14,-41.4545454545455,17.3958333333333,2020-04-03,410,21992985,"South",7,"Y",2.20015460545876,0.0764652910916822,"Strict"
"585","Florida",2020-04-24,885,30525,59,1045,171.194778543731,2615963,-46.8139534883721,-49.3958333333333,-19.4,-39.2238805970149,19.4893617021277,2020-04-03,410,21992985,"South",22,"Y",3.42342342342342,0.138794256441315,"Strict"
"586","Florida",2020-04-27,609,32129,14,1087,171.194778543731,2615963,-38.6190476190476,-25.695652173913,-13.34,-34.7462686567164,13.9795918367347,2020-04-03,410,21992985,"South",25,"Y",3.38323632855053,0.146087491079542,"Medium"
"587","Florida",2020-05-02,734,35446,50,1363,171.194778543731,2615963,-35.375,-15.4042553191489,-6.50980392156863,-24.4262295081967,9.87804878048781,2020-04-03,410,21992985,"South",30,"Y",3.84528578683067,0.161169572934279,"Loose"
"588","Florida",2020-03-10,1,23,0,2,270.989080650769,957136,6.66666666666667,21.0769230769231,6.46153846153846,-0.384615384615385,0.307692307692308,2020-04-03,410,21992985,"South",0,"N",8.69565217391304,0.000104578800922203,NA
"589","Florida",2020-03-07,2,12,0,2,311.5881264125,701082,11.1428571428571,24.375,5.875,2.625,-0.625,2020-04-03,410,21992985,"South",0,"N",16.6666666666667,5.45628526550625e-05,NA
"590","Florida",2020-04-26,690,31520,19,1073,171.194778543731,2615963,-48.0243902439024,-31.7872340425532,-16.75,-34.2333333333333,11.0263157894737,2020-04-03,410,21992985,"South",24,"Y",3.40418781725888,0.143318426307298,"Loose"
"591","Florida",2020-04-07,1119,14737,42,295,175.478070308308,2614104,-40.9756097560976,-37.0217391304348,-18.94,-40.8769230769231,17.0625,2020-04-03,410,21992985,"South",5,"Y",2.00176426681143,0.0670077299648047,"Medium"
"592","Florida",2020-03-21,194,764,2,11,245.241576307317,2525079,-29.4285714285714,-22.7948717948718,-0.439024390243902,-22.3414634146341,9.76923076923077,2020-04-03,410,21992985,"South",0,"N",1.43979057591623,0.00347383495237231,NA
"593","Florida",2020-04-25,305,30830,9,1054,171.194778543731,2615963,-44.3414634146341,-37.22,-12.5686274509804,-28.5081967213115,12.219512195122,2020-04-03,410,21992985,"South",23,"Y",3.41874797275381,0.140181062279631,"Loose"
"594","Florida",2020-03-28,839,4038,10,56,214.0839066216,2579945,-44.8461538461538,-35.5777777777778,-16.22,-29.92,12.5853658536585,2020-04-03,410,21992985,"South",0,"N",1.38682516097078,0.0183603999184285,NA
"595","Florida",2020-04-14,607,21617,72,570,171.194778543731,2615963,-41.325,-44.0204081632653,-19,-39.5522388059701,17.25,2020-04-03,410,21992985,"South",12,"Y",2.63681361891104,0.0982904321537072,"Medium"
"596","Florida",2020-03-05,0,4,0,0,296.861205566667,232885,9.5,6.66666666666667,6.33333333333333,2.33333333333333,0,2020-04-03,410,21992985,"South",0,"N",0,1.81876175516875e-05,NA
"597","Florida",2020-04-01,1022,7769,15,100,189.521050082712,2604088,-34.7,-31.304347826087,-0.862068965517241,-37.4576271186441,14.7551020408163,2020-04-03,410,21992985,"South",0,"N",1.28716694555284,0.0353249001897651,NA
"598","Florida",2020-04-17,1412,24741,58,725,171.194778543731,2615963,-45.3488372093023,-37.5625,-17.4,-38.8955223880597,18.3617021276596,2020-04-03,410,21992985,"South",15,"Y",2.93035851420719,0.112494961461575,"Strict"
"599","Florida",2020-03-24,236,1457,2,20,232.938055757556,2551268,-31.4444444444444,-24.2857142857143,-9.2,-34.8666666666667,14.0697674418605,2020-04-03,410,21992985,"South",0,"N",1.37268359643102,0.00662483969320217,NA
"600","Florida",2020-03-01,0,2,0,0,392.16736085,215117,6.5,27,9,1,-1.5,2020-04-03,410,21992985,"South",0,"N",0,9.09380877584375e-06,NA
"601","Florida",2020-03-06,0,7,1,2,379.42817378,602013,0.25,12.8,4.4,1.6,0,2020-04-03,410,21992985,"South",0,"N",28.5714285714286,3.18283307154531e-05,NA
"602","Florida",2020-03-04,0,3,0,0,392.16736085,215117,7,19.5,8,1,0,2020-04-03,410,21992985,"South",0,"N",0,1.36407131637656e-05,NA
"603","Florida",2020-04-02,1222,8991,44,144,189.521050082712,2604088,-38.3,-32.6530612244898,-3.55172413793103,-38.1864406779661,15.4285714285714,2020-04-03,410,21992985,"South",0,"Y",1.6016016016016,0.0408812173518056,"Medium"
"604","Florida",2020-03-23,222,1221,5,18,232.938055757556,2551268,-32.8888888888889,-23.1904761904762,-8.44444444444444,-31.7555555555556,12.3720930232558,2020-04-03,410,21992985,"South",0,"N",1.47420147420147,0.00555177025765261,NA
"605","Florida",2020-04-10,1140,17958,48,418,171.194778543731,2615963,-49.6190476190476,-40.7916666666667,-15.98,-45.8805970149254,20.4347826086957,2020-04-03,410,21992985,"South",8,"Y",2.32765341352044,0.081653308998301,"Strict"
"606","Florida",2020-04-12,877,19853,15,460,171.194778543731,2615963,-58.8095238095238,-51.1020408163265,-47.94,-43.7049180327869,13.4324324324324,2020-04-03,410,21992985,"South",10,"Y",2.31703017176245,0.090269692813413,"Loose"
"607","Florida",2020-03-11,1,26,0,2,311.984113978667,1431382,6.14285714285714,32.0666666666667,9.86666666666667,-0.266666666666667,0.2,2020-04-03,410,21992985,"South",0,"N",7.69230769230769,0.000118219514085969,NA
"608","Florida",2020-04-30,498,33676,51,1267,171.194778543731,2615963,-36.1463414634146,-35,-11.8,-36.9402985074627,15.9148936170213,2020-04-03,410,21992985,"South",28,"Y",3.76232331630835,0.153121552167657,"Medium"
"609","Georgia",2020-04-18,375,16769,9,670,97.3776862398981,1361368,-29.4615384615385,-0.833333333333333,-5.63333333333333,-24.8378378378378,11.3636363636364,2020-04-03,187,10736059,"South",16,"Y",3.99546782753891,0.156193254899214,"Loose"
"610","Georgia",2020-04-17,962,16394,50,661,97.3776862398981,1361368,-29.219512195122,12.5,-7.98412698412698,-35.7297297297297,17.68,2020-04-03,187,10736059,"South",15,"Y",4.03196291326095,0.152700353081145,"Strict"
"611","Georgia",2020-04-21,555,18706,45,810,97.3776862398981,1361368,-21.8684210526316,4.84615384615385,-5.58181818181818,-34.5743243243243,16.4038461538462,2020-04-03,187,10736059,"South",19,"Y",4.3301614455255,0.174235257090148,"Medium"
"612","Georgia",2020-04-11,326,10961,8,428,97.6584426909231,1359905,-36.7894736842105,4.90909090909091,-2.98148148148148,-30.6875,12.8125,2020-04-03,187,10736059,"South",9,"Y",3.90475321594745,0.102095191540956,"Loose"
"613","Georgia",2020-04-30,736,25036,35,1121,97.3776862398981,1361368,-13.8947368421053,-9.51612903225806,2.41071428571429,-32.8445945945946,15.6923076923077,2020-04-03,187,10736059,"South",28,"Y",4.4775523246525,0.233195439779159,"Medium"
"614","Georgia",2020-03-31,1005,3935,21,124,103.478961906286,1332476,-23.0789473684211,-34.9,-8.93388429752066,-36.7014925373134,17.7307692307692,2020-04-03,187,10736059,"South",0,"N",3.15120711562897,0.0366521830776079,NA
"615","Georgia",2020-04-10,699,10633,16,420,98.0883407448645,1358759,-35.1025641025641,6.07692307692308,-7.41379310344828,-46.5374149659864,21.25,2020-04-03,187,10736059,"South",8,"Y",3.94996708360764,0.0990400667507509,"Strict"
"616","Georgia",2020-04-23,1021,20544,34,871,97.3776862398981,1361368,-27.3333333333333,-42.3888888888889,-15.8771929824561,-37.8040540540541,21.12,2020-04-03,187,10736059,"South",21,"Y",4.23968068535826,0.191355133201112,"Strict"
"617","Georgia",2020-03-05,0,2,0,0,1682.85852,116555,-3,-23,-4,-2,2,2020-04-03,187,10736059,"South",0,"N",0,1.862880969637e-05,NA
"618","Georgia",2020-03-18,49,193,2,3,266.512172973333,860538,-12.5333333333333,18.3333333333333,8.44444444444444,-27.8888888888889,11.5769230769231,2020-04-03,187,10736059,"South",0,"N",1.55440414507772,0.0017976801356997,NA
"620","Georgia",2020-03-19,79,282,6,10,240.967202969412,919744,-9.05263157894737,34.5,13.5294117647059,-27.7058823529412,12.2258064516129,2020-04-03,187,10736059,"South",0,"N",3.54609929078014,0.00262666216718816,NA
"621","Georgia",2020-03-29,237,2459,4,81,119.004719143184,1276796,-30.8529411764706,1.125,-11.8252427184466,-31.5444444444444,10.8571428571429,2020-04-03,187,10736059,"South",0,"N",3.2940219601464,0.0229041215216869,NA
"622","Georgia",2020-03-08,3,11,0,0,586.610911892,393688,5.33333333333333,88.75,5.2,1.2,-0.75,2020-04-03,187,10736059,"South",0,"N",0,0.000102458453330035,NA
"623","Georgia",2020-03-14,22,65,0,1,331.875271385333,608932,7.5,74.25,18.0666666666667,-0.785714285714286,2.54545454545455,2020-04-03,187,10736059,"South",0,"N",1.53846153846154,0.000605436315132024,NA
"624","Georgia",2020-03-28,218,2219,18,77,120.725554814802,1270829,-24.0571428571429,16.6,-4.48039215686275,-23.2777777777778,11.0857142857143,2020-04-03,187,10736059,"South",0,"N",3.47003154574132,0.0206686643581225,NA
"625","Georgia",2020-04-20,789,18151,83,765,97.3776862398981,1361368,-26.875,-4.92592592592593,-8.625,-34.4864864864865,16.2549019607843,2020-04-03,187,10736059,"South",18,"Y",4.21464382127706,0.169065762399406,"Medium"
"626","Georgia",2020-03-26,233,1471,0,33,126.998131479835,1237385,-18.5714285714286,8,-5.18947368421053,-33.4554455445545,16.1041666666667,2020-04-03,187,10736059,"South",0,"N",2.24337185588035,0.0137014895316801,NA
"627","Georgia",2020-04-09,601,9934,43,404,98.0883407448645,1358759,-27.6052631578947,-8.60714285714286,-7.53703703703704,-41.8367346938776,19.4901960784314,2020-04-03,187,10736059,"South",7,"Y",4.06684115160056,0.0925292977618696,"Strict"
"628","Georgia",2020-04-29,768,24300,64,1086,97.3776862398981,1361368,-17.4358974358974,-15.6333333333333,-3.2,-33.993288590604,16.25,2020-04-03,187,10736059,"South",27,"Y",4.46913580246914,0.226340037810895,"Medium"
"629","Georgia",2020-04-19,593,17362,12,682,97.3776862398981,1361368,-42.0263157894737,-52.25,-23.6181818181818,-35.7064220183486,13.4642857142857,2020-04-03,187,10736059,"South",17,"Y",3.92811888031333,0.161716696974188,"Loose"
"630","Georgia",2020-04-03,920,5703,22,194,101.70892467483,1344352,-31.75,-1.18518518518519,6.66141732283465,-38.1007194244604,19.14,2020-04-03,187,10736059,"South",1,"Y",3.40171839382781,0.0531200508491989,"Strict"
"631","Georgia",2020-04-13,1075,12565,41,479,97.3776862398981,1361368,-29.2307692307692,-8.40740740740741,-12.9821428571429,-38.4391891891892,16.843137254902,2020-04-03,187,10736059,"South",11,"Y",3.81217668125746,0.117035496917444,"Medium"
"632","Georgia",2020-03-04,0,2,0,0,1682.85852,116555,-2,-23,-4,-1,1,2020-04-03,187,10736059,"South",0,"N",0,1.862880969637e-05,NA
"633","Georgia",2020-03-30,440,2918,22,103,109.358791305341,1301076,-22.3157894736842,-1.52,-7.41964285714286,-33.8629032258064,14.8,2020-04-03,187,10736059,"South",0,"N",3.52981494174092,0.0271794333470038,NA
"634","Georgia",2020-04-02,523,4779,20,172,101.957743306084,1339164,-21.0263157894737,-11.5,18.5867768595041,-36.3430656934307,16.4807692307692,2020-04-03,187,10736059,"South",0,"Y",3.59907930529399,0.044513540769476,"Medium"
"635","Georgia",2020-03-03,0,2,0,0,1682.85852,116555,2,6,10,0,0,2020-04-03,187,10736059,"South",0,"N",0,1.862880969637e-05,NA
"636","Georgia",2020-03-06,0,3,0,0,888.54779593,123216,7,29,2,0.5,-1,2020-04-03,187,10736059,"South",0,"N",0,2.79432145445549e-05,NA
"637","Georgia",2020-04-12,528,11490,10,438,97.3776862398981,1361368,-48.7368421052632,-54.0243902439024,-40.4181818181818,-43.3272727272727,13.9615384615385,2020-04-03,187,10736059,"South",10,"Y",3.81201044386423,0.107022511705645,"Medium"
"638","Georgia",2020-03-09,2,17,0,0,517.72403238375,520582,4.25,67.4,6.625,1.5,-1,2020-04-03,187,10736059,"South",0,"N",0,0.000158344882419145,NA
"639","Georgia",2020-03-27,520,1994,26,59,125.191890016219,1239235,-24.4324324324324,19.9166666666667,-6.64285714285714,-33.9902912621359,16.6808510638298,2020-04-03,187,10736059,"South",0,"N",2.95887662988967,0.0185729232672809,NA
"640","Georgia",2020-04-14,1061,13626,38,517,97.3776862398981,1361368,-24.2105263157895,-4.96296296296296,-9.76363636363636,-36.3378378378378,17.3137254901961,2020-04-03,187,10736059,"South",12,"Y",3.79421693820637,0.126918080461369,"Medium"
"641","Georgia",2020-04-15,821,14447,52,569,97.3776862398981,1361368,-22.575,-4.85185185185185,-3.21818181818182,-36.993288590604,16.921568627451,2020-04-03,187,10736059,"South",13,"Y",3.93853395168547,0.134565206841728,"Medium"
"642","Georgia",2020-04-28,903,23532,43,1022,97.3776862398981,1361368,-15.9166666666667,14.44,-1.90909090909091,-33.0743243243243,9.75,2020-04-03,187,10736059,"South",26,"Y",4.34302226755057,0.219186574887489,"Loose"
"643","Georgia",2020-03-13,7,41,0,1,348.250859698571,593438,-3.57142857142857,36.875,43.2857142857143,-9.28571428571429,3.23076923076923,2020-04-03,187,10736059,"South",0,"N",2.4390243902439,0.000381890598775584,NA
"644","Georgia",2020-03-25,204,1233,0,33,131.445391734214,1222892,-16.8666666666667,16.0869565217391,-4.84615384615385,-33.3917525773196,15.3125,2020-04-03,187,10736059,"South",0,"N",2.67639902676399,0.0114846611778121,NA
"645","Georgia",2020-03-20,156,476,4,14,198.361959957925,1056932,-14.4,40.2631578947368,12.22,-28,12.9444444444444,2020-04-03,187,10736059,"South",0,"N",2.94117647058824,0.00443365670773605,NA
"646","Georgia",2020-03-22,60,593,2,23,176.488181857903,1096387,-22.5384615384615,-15.8214285714286,-7.63636363636364,-26.6153846153846,9.7,2020-04-03,187,10736059,"South",0,"N",3.87858347386172,0.00552344207497369,NA
"647","Georgia",2020-03-15,21,97,0,1,312.878960334211,697032,-4.36363636363636,-6.91666666666667,6.84210526315789,-10.4444444444444,4.06666666666667,2020-04-03,187,10736059,"South",0,"N",1.03092783505155,0.000903497270273943,NA
"648","Georgia",2020-04-26,220,21837,11,907,97.3776862398981,1361368,-26.1388888888889,5.79411764705882,-7.56603773584906,-29.9444444444444,9.82142857142857,2020-04-03,187,10736059,"South",24,"Y",4.15350093877364,0.203398658669815,"Loose"
"649","Georgia",2020-04-07,1465,8715,53,342,98.0883407448645,1358759,-26.8947368421053,-19.6785714285714,-13.188679245283,-41.6598639455782,19.0588235294118,2020-04-03,187,10736059,"South",5,"Y",3.92426850258176,0.0811750382519321,"Strict"
"650","Georgia",2020-03-24,237,1019,9,33,139.798047461739,1185440,-18.2758620689655,-19.4642857142857,-5.54320987654321,-32.6551724137931,16.0888888888889,2020-04-03,187,10736059,"South",0,"N",3.23846908734053,0.0094913785403005,NA
"651","Georgia",2020-03-23,153,754,0,23,163.235219024257,1127315,-22.7931034482759,-39.2857142857143,-4.125,-30.7971014492754,14.7317073170732,2020-04-03,187,10736059,"South",0,"N",3.05039787798408,0.00702306125553148,NA
"652","Georgia",2020-03-12,0,31,1,1,372.030928965,557637,0.833333333333333,25.5,31.0833333333333,-1.58333333333333,0.272727272727273,2020-04-03,187,10736059,"South",0,"N",3.2258064516129,0.000288746550293734,NA
"653","Georgia",2020-03-17,22,142,0,1,277.8553294872,827531,-9.64285714285714,16.4666666666667,11.96,-23.96,10.2083333333333,2020-04-03,187,10736059,"South",0,"N",0.704225352112676,0.00132264548844227,NA
"654","Georgia",2020-03-11,4,31,0,0,372.030928965,557637,1.33333333333333,44.625,9.91666666666667,-0.666666666666667,0,2020-04-03,187,10736059,"South",0,"N",0,0.000288746550293734,NA
"655","Georgia",2020-04-05,163,6459,10,214,100.752312018235,1349396,-41.7105263157895,-12.5555555555556,-17.046875,-36.6203703703704,12.9230769230769,2020-04-03,187,10736059,"South",3,"Y",3.31320637869639,0.0601617409144268,"Loose"
